                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.71552,                 0.6418,                 1.0908,                0.72023,                0.73433,                0.75411,                0.58806,                0.77543,                 1.1286,                 1.0982,             0.00042925,             0.00042925,             0.00042925
                    152,                0.70648,                0.66106,                 1.0949,                0.55893,                0.74042,                0.69629,                0.53997,                0.80357,                 1.3119,                 1.1396,               0.000421,               0.000421,               0.000421
                    153,                0.70082,                0.67374,                 1.0947,                0.66535,                0.76539,                0.74445,                0.58487,                 0.8077,                 1.1516,                 1.1266,             0.00041275,             0.00041275,             0.00041275
                    154,                0.71182,                0.65378,                 1.1002,                0.59247,                0.73076,                0.69844,                0.55816,                0.79595,                 1.5063,                  1.128,              0.0004045,              0.0004045,              0.0004045
                    155,                0.74575,                0.64528,                 1.1721,                0.71528,                0.71749,                0.75912,                0.59802,                0.78123,                 1.2526,                 1.0932,             0.00039625,             0.00039625,             0.00039625
                    156,                0.72084,                  0.648,                 1.1062,                0.69012,                0.75569,                0.73602,                0.57941,                0.80044,                 1.2355,                 1.1148,             0.00038799,             0.00038799,             0.00038799
                    157,                0.70144,                 0.6639,                 1.0962,                0.60589,                0.68737,                0.69995,                0.56597,                0.77783,                 1.4753,                 1.1294,             0.00037974,             0.00037974,             0.00037974
                    158,                0.75123,                0.72947,                 1.1204,                0.77513,                0.66142,                0.77138,                 0.6118,                 0.7566,                  1.183,                 1.1145,             0.00037149,             0.00037149,             0.00037149
                    159,                0.75301,                 0.7052,                 1.1284,                0.64705,                0.72401,                0.73164,                0.58625,                0.75778,                  1.203,                 1.0999,             0.00036324,             0.00036324,             0.00036324
                    160,                0.71001,                0.82207,                 1.1094,                0.55291,                0.67507,                0.64773,                 0.5048,                0.81927,                  1.675,                  1.164,             0.00035499,             0.00035499,             0.00035499
                    161,                0.66771,                0.65497,                 1.0852,                0.58972,                0.74463,                0.73345,                0.57699,                0.79507,                 1.2966,                 1.1468,             0.00034674,             0.00034674,             0.00034674
                    162,                0.68002,                0.66251,                 1.0767,                0.69206,                0.68679,                0.74377,                0.59851,                0.75972,                 1.2944,                 1.1238,             0.00033848,             0.00033848,             0.00033848
                    163,                0.65566,                0.60941,                 1.0489,                0.63248,                0.75472,                0.72836,                0.57475,                0.78884,                 1.3262,                 1.1279,             0.00033023,             0.00033023,             0.00033023
                    164,                 0.8151,                0.74922,                 1.1696,                0.67625,                0.76509,                0.76497,                 0.6102,                 0.7747,                   1.13,                 1.0957,             0.00032198,             0.00032198,             0.00032198
                    165,                0.75751,                0.74593,                 1.1365,                0.60084,                0.72479,                0.69958,                0.56541,                0.77982,                 1.3332,                 1.0971,             0.00031373,             0.00031373,             0.00031373
                    166,                0.72528,                0.66384,                 1.1351,                0.59253,                0.70505,                 0.6902,                0.55279,                0.77942,                 1.4549,                 1.1113,             0.00030548,             0.00030548,             0.00030548
                    167,                 0.6581,                0.59932,                  1.065,                0.65813,                 0.7229,                0.73407,                0.58184,                0.78097,                 1.2403,                 1.1093,             0.00029723,             0.00029723,             0.00029723
                    168,                0.68498,                0.59948,                 1.0806,                0.50645,                0.67118,                0.60478,                0.47446,                 0.8202,                 1.7289,                 1.1343,             0.00028897,             0.00028897,             0.00028897
                    169,                 0.7167,                0.64373,                 1.1323,                0.64059,                0.64531,                0.66008,                 0.5206,                0.77602,                 1.5996,                 1.1146,             0.00028072,             0.00028072,             0.00028072
                    170,                0.66178,                0.65715,                 1.0665,                0.63433,                0.71491,                0.74206,                0.58878,                0.75799,                 1.2783,                 1.1035,             0.00027247,             0.00027247,             0.00027247
                    171,                0.63597,                0.56904,                 1.0416,                 0.7556,                0.69341,                0.76443,                0.61494,                0.77534,                 1.1602,                 1.1183,             0.00026422,             0.00026422,             0.00026422
                    172,                 0.6646,                0.62302,                 1.0949,                0.74578,                0.72583,                0.78328,                0.63257,                0.75692,                 1.0545,                 1.1165,             0.00025597,             0.00025597,             0.00025597
                    173,                0.65834,                0.59629,                 1.0644,                0.72966,                0.65271,                 0.7107,                0.57545,                0.76477,                 1.2772,                 1.1329,             0.00024772,             0.00024772,             0.00024772
                    174,                0.67683,                 0.6694,                 1.0804,                0.66269,                0.69471,                0.70556,                0.57708,                0.74292,                 1.2957,                  1.131,             0.00023946,             0.00023946,             0.00023946
                    175,                0.62961,                0.96719,                  1.029,                0.57942,                0.68812,                0.66202,                0.53547,                0.74147,                 1.4612,                 1.1157,             0.00023121,             0.00023121,             0.00023121
                    176,                0.65588,                0.59884,                 1.0722,                  0.583,                0.67463,                0.65974,                0.53426,                 0.7532,                 1.5513,                 1.1188,             0.00022296,             0.00022296,             0.00022296
                    177,                0.64641,                0.66058,                 1.0639,                0.59109,                0.72376,                0.70895,                0.58197,                0.75906,                 1.3934,                 1.1199,             0.00021471,             0.00021471,             0.00021471
                    178,                0.68402,                0.70719,                 1.0748,                0.68967,                0.65109,                0.71066,                0.58089,                0.74059,                 1.3906,                  1.109,             0.00020646,             0.00020646,             0.00020646
                    179,                0.68654,                0.81416,                 1.1146,                0.58635,                 0.6643,                0.65421,                0.52601,                0.77765,                 1.5562,                 1.1223,             0.00019821,             0.00019821,             0.00019821
                    180,                0.66185,                0.68481,                 1.1009,                0.65123,                0.68781,                0.70142,                0.56619,                0.75941,                 1.3665,                 1.1062,             0.00018995,             0.00018995,             0.00018995
                    181,                 0.6849,                0.61624,                 1.1111,                0.69849,                0.61761,                 0.7101,                0.56625,                0.77198,                  1.316,                 1.1116,              0.0001817,              0.0001817,              0.0001817
                    182,                 0.6958,                0.69936,                 1.1295,                0.74038,                0.66289,                0.75486,                0.60572,                0.74864,                 1.1077,                 1.0843,             0.00017345,             0.00017345,             0.00017345
                    183,                0.60185,                 0.5662,                 1.0442,                0.67145,                0.72198,                0.74432,                0.60843,                0.73566,                 1.2512,                 1.0909,              0.0001652,              0.0001652,              0.0001652
                    184,                0.67095,                0.76053,                 1.1061,                0.64183,                0.68909,                0.70192,                0.56978,                0.76118,                 1.3996,                 1.1034,             0.00015695,             0.00015695,             0.00015695
                    185,                0.68521,                0.63782,                 1.1065,                0.58642,                0.67057,                0.66851,                0.54759,                0.75152,                  1.464,                 1.1024,              0.0001487,              0.0001487,              0.0001487
                    186,                0.59898,                0.56277,                 1.0383,                0.62207,                0.64917,                 0.6541,                0.53054,                0.75542,                 1.5078,                 1.1025,             0.00014044,             0.00014044,             0.00014044
                    187,                0.61248,                0.54517,                 1.0429,                0.66594,                0.64912,                0.69519,                 0.5669,                0.74351,                 1.3619,                 1.0942,             0.00013219,             0.00013219,             0.00013219
                    188,                0.61997,                0.57531,                 1.0735,                0.59882,                0.73844,                0.70515,                0.57611,                0.74147,                 1.2944,                 1.0886,             0.00012394,             0.00012394,             0.00012394
                    189,                 0.6131,                0.56784,                  1.048,                0.59628,                0.72909,                0.70337,                0.57514,                0.74407,                 1.2443,                 1.0933,             0.00011569,             0.00011569,             0.00011569
                    190,                0.59052,                0.58364,                 1.0361,                0.62436,                0.72167,                0.70087,                0.57069,                0.75112,                 1.2491,                 1.1074,             0.00010744,             0.00010744,             0.00010744
                    191,                0.48494,                0.42413,                0.95723,                0.64886,                 0.6875,                0.70294,                0.57339,                0.74863,                 1.2622,                 1.1132,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.55755,                0.59353,                 1.0315,                0.71474,                0.63785,                0.69746,                0.56679,                 0.7533,                 1.3133,                 1.1179,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                0.48059,                0.44753,                0.98073,                0.57083,                0.67026,                0.64788,                0.53227,                0.76178,                 1.5181,                 1.1182,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.50261,                0.55915,                 1.0324,                0.59704,                0.64409,                0.64953,                0.53269,                0.75782,                 1.4977,                 1.1269,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.41953,                 0.3469,                0.89208,                0.66694,                 0.6395,                0.66366,                0.54537,                0.74771,                 1.4397,                  1.124,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.43033,                0.35053,                0.92386,                0.67053,                0.62716,                0.65626,                0.53827,                0.74844,                 1.5009,                 1.1197,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.43045,                0.33526,                0.91169,                 0.6685,                0.62716,                0.64822,                0.52915,                0.74894,                 1.5195,                  1.121,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.44601,                0.33679,                0.91574,                0.66836,                0.62716,                0.64894,                0.52927,                0.73768,                 1.4912,                 1.1104,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.42544,                0.35865,                0.92076,                0.64773,                0.65302,                0.65274,                0.53266,                0.73497,                 1.4534,                 1.1106,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.42675,                0.47561,                0.91593,                0.68452,                0.65302,                0.66533,                0.53891,                0.74179,                 1.4191,                 1.1158,             2.4922e-05,             2.4922e-05,             2.4922e-05
