epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5486382842063904,9.999999747378752e-05,13.751479148864746,0.793485701084137,5.9653425216674805
1,0.4674295485019684,9.999999747378752e-05,3.778834104537964,0.1842755526304245,2.3846967220306396
2,0.5029128789901733,9.999999747378752e-05,1.849402904510498,0.3492673635482788,1.3937678337097168
3,0.5184789896011353,9.999999747378752e-05,1.2038815021514893,0.7189356684684753,0.9835526943206787
4,0.5227270126342773,9.999999747378752e-05,0.8972330689430237,0.21334411203861237,0.7795981764793396
5,0.5113809704780579,9.999999747378752e-05,0.7214949131011963,0.27875709533691406,0.6145086288452148
6,0.4935653805732727,9.999999747378752e-05,0.6160897016525269,0.1299189180135727,0.5090011954307556
7,0.4951690435409546,9.999999747378752e-05,0.53738933801651,0.7536739110946655,0.44305136799812317
8,0.5049517750740051,9.999999747378752e-05,0.4837827682495117,0.6921334862709045,0.3938753306865692
9,0.5083599090576172,9.999999747378752e-05,0.4579832851886749,0.08444488793611526,0.41625913977622986
10,0.5787490010261536,9.999999747378752e-05,0.5323697924613953,0.5248475670814514,0.47747331857681274
11,0.5180031061172485,9.999999747378752e-05,0.5306580662727356,0.8848642110824585,0.45771992206573486
12,0.5355465412139893,9.999999747378752e-05,0.5068777799606323,0.9223907589912415,0.47125551104545593
13,0.36286818981170654,9.999999747378752e-06,0.506851851940155,0.4233023226261139,0.4492735266685486
14,0.36137884855270386,9.999999747378752e-06,0.4844522178173065,0.4188936948776245,0.4289219081401825
15,0.41086193919181824,9.999999747378752e-06,0.4640938639640808,0.46819180250167847,0.40980857610702515
16,0.39280879497528076,9.999999747378752e-06,0.44542956352233887,0.4911806881427765,0.3923358917236328
17,0.37911465764045715,9.999999747378752e-06,0.4299876391887665,0.46429315209388733,0.3769926130771637
18,0.38211047649383545,9.999999747378752e-06,0.4156961441040039,0.4971773028373718,0.3625270128250122
19,0.3864610195159912,9.999999747378752e-06,0.4026837646961212,0.5234329700469971,0.3489862084388733
20,0.40510624647140503,9.999999747378752e-06,0.38995349407196045,0.5097276568412781,0.3373529314994812
21,0.40272167325019836,9.999999747378752e-06,0.37906840443611145,0.5133157968521118,0.32693737745285034
22,0.43258723616600037,9.999999747378752e-06,0.3692083954811096,0.9251525402069092,0.3197617828845978
23,0.4172125458717346,9.999999747378752e-06,0.36111006140708923,0.4771626889705658,0.3118501603603363
24,0.42410632967948914,9.999999747378752e-06,0.35433003306388855,0.4565238654613495,0.3039020597934723
25,0.45958617329597473,9.999999747378752e-06,0.34752389788627625,0.4733172059059143,0.2974267899990082
26,0.4377041459083557,9.999999747378752e-06,0.34138891100883484,0.4675520062446594,0.29076340794563293
27,0.4716205596923828,9.999999747378752e-06,0.33399704098701477,0.6763561367988586,0.2854273021221161
28,0.41367292404174805,9.999999747378752e-06,0.3281406760215759,0.5275066494941711,0.2791064977645874
29,0.4573199152946472,9.999999747378752e-06,0.32332971692085266,0.9228746294975281,0.27488642930984497
30,0.4685248136520386,9.999999747378752e-06,0.31750649213790894,0.9246571660041809,0.2695169746875763
31,0.4866466224193573,9.999999747378752e-06,0.313245952129364,0.9243494272232056,0.26502543687820435
32,0.46979761123657227,9.999999747378752e-06,0.30998170375823975,0.9250679612159729,0.2621913552284241
33,0.4502919614315033,9.999999747378752e-06,0.30769458413124084,0.9251543283462524,0.2609863877296448
34,0.4658319652080536,9.999999747378752e-06,0.3050723373889923,0.6742985248565674,0.2562904357910156
35,0.45417851209640503,9.999999747378752e-06,0.3009510338306427,0.7205837368965149,0.2522905468940735
36,0.4555157721042633,9.999999747378752e-06,0.29748645424842834,0.6045957803726196,0.24779796600341797
37,0.46065813302993774,9.999999747378752e-06,0.2936144173145294,0.4782398045063019,0.24449840188026428
38,0.4671681821346283,9.999999747378752e-06,0.290213942527771,0.9188435673713684,0.2439209669828415
39,0.47593382000923157,9.999999747378752e-06,0.2861901819705963,0.8974928855895996,0.24323755502700806
40,0.4768298864364624,9.999999747378752e-06,0.28468751907348633,0.5585349202156067,0.23563934862613678
41,0.4819439649581909,9.999999747378752e-06,0.28172844648361206,0.5408309698104858,0.23252177238464355
42,0.487313836812973,9.999999747378752e-06,0.27875643968582153,0.5004249215126038,0.2297115921974182
43,0.4844992458820343,9.999999747378752e-06,0.2755530774593353,0.9161351919174194,0.23142406344413757
44,0.4816265404224396,9.999999747378752e-06,0.2742588222026825,0.7034153342247009,0.2257474809885025
45,0.4904831051826477,9.999999747378752e-06,0.27322763204574585,0.8834228515625,0.22580645978450775
46,0.497850239276886,9.999999747378752e-06,0.272407591342926,0.8816177248954773,0.22411197423934937
47,0.4908182621002197,9.999999747378752e-06,0.2703426778316498,0.9217860102653503,0.22507208585739136
48,0.4914531707763672,9.999999747378752e-06,0.2700122594833374,0.8273839950561523,0.22191274166107178
49,0.4927344024181366,9.999999747378752e-06,0.2701299488544464,0.3282212018966675,0.2232462614774704
